instance,i,j,LIME_Feature_Agreement,LIME_Rank_Agreement,LIME_Sign_Agreement,LIME_Signed_Rank_Agreement,LIME_Cos_Similarity_Ranks,LIME_Cos_Similarity_Weights,LIME_Euclidean_Distance_Weights,LIME_Manhattan_Distance_Weights
0.0,4.0,9.0,0.4,0.2,0.4,0.2,0.8348399795873734,0.9846091346502469,0.08213889806234968,0.4323811192212946
0.0,5.0,6.0,0.2,0.2,0.2,0.2,0.8120580301815266,0.9868232022392468,0.07451367356344128,0.39449745434806216
0.0,5.0,7.0,0.6,0.4,0.3,0.2,0.8282058759203906,0.9754882266313841,0.10189615078960441,0.46873793804390523
0.0,5.0,8.0,0.5,0.4,0.4,0.3,0.8061529488955311,0.9814502672249759,0.0882075707577159,0.4597996334482511
0.0,5.0,9.0,0.5,0.3,0.5,0.3,0.8485456003499307,0.987606729834791,0.07295047970159833,0.39053643340996325
0.0,6.0,7.0,0.4,0.2,0.3,0.2,0.8154115331340674,0.9826009140151769,0.0856381586262366,0.4189035685651019
0.0,6.0,8.0,0.3,0.2,0.2,0.2,0.7702121455128673,0.9801066545147334,0.09081976499228343,0.5055141289625974
0.0,6.0,9.0,0.4,0.2,0.2,0.2,0.7988262739666108,0.9841236847029433,0.08248598994507694,0.4279394047623438
0.0,7.0,8.0,0.5,0.2,0.5,0.2,0.8131151126339576,0.9827857989160723,0.08504730440349283,0.44610630859353667
0.0,7.0,9.0,0.4,0.3,0.3,0.3,0.8464678865641178,0.9758340376481357,0.10178184112271853,0.49386938633471766
0.0,8.0,9.0,0.5,0.3,0.4,0.2,0.838084129182766,0.9811331684048261,0.08995490902535377,0.48329051200478096
1.0,0.0,1.0,0.3,0.2,0.2,0.2,0.7733104906320624,0.9771314919809126,0.0872892064803598,0.4523688843845849
1.0,0.0,2.0,0.4,0.2,0.4,0.2,0.7845374352992636,0.9858248202503933,0.06896163618469148,0.37595598346128456
1.0,0.0,3.0,0.4,0.2,0.4,0.2,0.8753736239702561,0.9820868680064226,0.07781969112095433,0.3670847307286761
1.0,0.0,4.0,0.4,0.2,0.4,0.2,0.774003061894,0.9791631926644017,0.08094679297694447,0.4244705198810422
1.0,0.0,5.0,0.2,0.2,0.2,0.2,0.7824232703944011,0.9836107140228839,0.07248036578598471,0.37718016964678475
1.0,0.0,6.0,0.4,0.3,0.3,0.2,0.7788146096085151,0.9771658676930127,0.08521828466193629,0.4547793159449387
1.0,0.0,7.0,0.3,0.2,0.2,0.2,0.7580374717503827,0.9806866338127321,0.08089950917873931,0.43253444376314437
1.0,0.0,8.0,0.3,0.2,0.3,0.2,0.7881825472041989,0.9868364602335561,0.06642465095939284,0.3431023670727055
1.0,0.0,9.0,0.4,0.2,0.3,0.2,0.8330903258730042,0.9766083377028655,0.08861131052308388,0.43999212519241376
1.0,1.0,2.0,0.6,0.3,0.5,0.3,0.8056426332288401,0.9776855341870505,0.08656955972989756,0.45165078166509276
1.0,1.0,3.0,0.3,0.3,0.3,0.3,0.769665378727127,0.978257117670202,0.08567644614902854,0.4424772789748487
1.0,1.0,4.0,0.4,0.2,0.3,0.2,0.8259459065393309,0.9638958277587515,0.10922362209846029,0.5540414831007691
1.0,1.0,5.0,0.3,0.2,0.3,0.2,0.8150470219435736,0.9777908232169485,0.0859708033185701,0.43216012222426964
1.0,1.0,6.0,0.3,0.2,0.2,0.2,0.7822045636801052,0.9741855392621341,0.09259885842079328,0.4904155290143097
1.0,1.0,7.0,0.4,0.2,0.3,0.2,0.8281329736822921,0.9775525851148207,0.08714014923429443,0.43517839861082147
1.0,1.0,8.0,0.4,0.2,0.3,0.2,0.8050958664430999,0.9772402769738234,0.08738884801405344,0.47119865266140154
1.0,1.0,9.0,0.3,0.2,0.2,0.2,0.7707589122986078,0.9656723030176431,0.1076633825315445,0.508617898988692
1.0,2.0,3.0,0.3,0.2,0.2,0.2,0.7648538310126117,0.9802125260155548,0.08166802927212757,0.44715599157294733
1.0,2.0,4.0,0.3,0.2,0.3,0.2,0.7749507909892833,0.9757738354444154,0.0896433077075272,0.493660583669695
1.0,2.0,5.0,0.4,0.2,0.4,0.2,0.7408689946781365,0.979133867939192,0.08319288661868869,0.43073820894292825
1.0,2.0,6.0,0.2,0.2,0.2,0.2,0.7952176131807244,0.9798471342771061,0.08177657689362756,0.4195150018353562
1.0,2.0,7.0,0.4,0.4,0.3,0.3,0.8246701173726031,0.9772122686219199,0.08773126928184176,0.42495503712109073
1.0,2.0,8.0,0.2,0.2,0.2,0.2,0.6993511700809215,0.9758391092140666,0.08993891954743376,0.5051192839684427
1.0,2.0,9.0,0.3,0.3,0.2,0.2,0.822264343515346,0.9764773593068568,0.08905213547802954,0.44902025354318004
1.0,3.0,4.0,0.4,0.2,0.2,0.2,0.7916818546329374,0.965940909944359,0.10648163424985548,0.5471794197079047
1.0,3.0,5.0,0.3,0.2,0.2,0.2,0.7793613763942551,0.975602890439195,0.09032920167814423,0.4734807973022521
1.0,3.0,6.0,0.2,0.2,0.2,0.2,0.7746227309178392,0.9698880009615766,0.10020966984954942,0.5466114650337598
1.0,3.0,7.0,0.3,0.2,0.2,0.2,0.7847196908945105,0.9755490889058304,0.09106453976368971,0.46280611052407244
1.0,3.0,8.0,0.3,0.2,0.3,0.2,0.7503827367500183,0.9811661800889357,0.0796481638501455,0.4343286635022131
1.0,3.0,9.0,0.5,0.4,0.4,0.4,0.83108551432529,0.9750152245738989,0.09198399143804252,0.44800596593116365
1.0,4.0,5.0,0.3,0.3,0.3,0.3,0.813260917110155,0.9748309662726402,0.08966565518393622,0.4648106500585746
1.0,4.0,6.0,0.3,0.2,0.3,0.2,0.7878909382518043,0.9758371476197663,0.08753354692337502,0.49496832132266855
1.0,4.0,7.0,0.7,0.2,0.7,0.2,0.8846686593278411,0.9815885724842325,0.07923630966719397,0.39312414346417507
1.0,4.0,8.0,0.2,0.2,0.2,0.2,0.728985929868047,0.9784423908168258,0.08457592421376628,0.46195056744453955
1.0,4.0,9.0,0.4,0.3,0.4,0.3,0.7997375519428443,0.9806686640067642,0.08093034070368235,0.440121359722753
1.0,5.0,6.0,0.4,0.2,0.4,0.2,0.80396588175257,0.9760546351001425,0.08774226779991515,0.4521954660654044
1.0,5.0,7.0,0.4,0.2,0.4,0.2,0.767842822774659,0.9867802263365816,0.0669701982482672,0.35633134632810637
1.0,5.0,8.0,0.3,0.2,0.3,0.2,0.7862870890136328,0.9804884402453143,0.08039053337191973,0.42990849737047904
1.0,5.0,9.0,0.4,0.2,0.2,0.2,0.7741853174892468,0.9694139327361058,0.10104600033078373,0.5190439599966209
1.0,6.0,7.0,0.4,0.2,0.3,0.2,0.8215717722534082,0.9728842872162115,0.09533079608214166,0.5222321033138425
1.0,6.0,8.0,0.4,0.2,0.3,0.2,0.7496901654880804,0.9714137964271656,0.09711224671051631,0.5375226216888257
1.0,6.0,9.0,0.5,0.3,0.5,0.3,0.8262375154917255,0.9828249981272792,0.07608530235482525,0.3954303173204478
1.0,7.0,8.0,0.3,0.2,0.3,0.2,0.7444776554640228,0.9761812339701569,0.08965995601306784,0.4753744701276452
1.0,7.0,9.0,0.4,0.2,0.3,0.2,0.7972953269665378,0.9749628495090578,0.09216059501406236,0.4824999919117809
1.0,8.0,9.0,0.3,0.2,0.3,0.2,0.7078442808194211,0.9753492866031129,0.09112532557475014,0.48924158191752987
2.0,0.0,1.0,0.4,0.2,0.3,0.2,0.8111467522052929,0.9740961335295926,0.09198734997253437,0.4574501223156539
2.0,0.0,2.0,0.5,0.2,0.4,0.2,0.810672887657651,0.9802838184212677,0.07977133336521851,0.3997989574279189
2.0,0.0,3.0,0.3,0.3,0.2,0.2,0.8243785084202085,0.9701673201915478,0.09970335821343697,0.528312171389927
2.0,0.0,4.0,0.5,0.2,0.4,0.2,0.8043303929430633,0.9706346557931911,0.09991477558877061,0.5178913363550518
2.0,0.0,5.0,0.3,0.2,0.2,0.2,0.8061529488955311,0.9678025546305298,0.10253680582643247,0.5445493128170011
2.0,0.0,6.0,0.5,0.2,0.5,0.2,0.7789239629656632,0.9831794318719939,0.07311674940213148,0.38658509990088685
2.0,0.0,7.0,0.3,0.2,0.3,0.2,0.8134067215863526,0.9744502761001187,0.09390599255179767,0.4923660835929648
2.0,0.0,8.0,0.2,0.1,0.2,0.1,0.7927024859663192,0.9727500797626217,0.09372248561896802,0.483431193100841
2.0,0.0,9.0,0.4,0.3,0.4,0.3,0.8509149230881392,0.9738476080164796,0.09383651007771013,0.47035584315801515
2.0,1.0,2.0,0.3,0.2,0.2,0.2,0.7803820077276372,0.9812517921293231,0.07841757307389398,0.3995336582139024
2.0,1.0,3.0,0.3,0.2,0.3,0.2,0.8173434424436827,0.980438553478466,0.08100016858157728,0.40855642443037776
2.0,1.0,4.0,0.4,0.3,0.4,0.3,0.7901509076328644,0.9898726984659352,0.05912231066675917,0.3313728272406177
2.0,1.0,5.0,0.3,0.2,0.2,0.2,0.8338557993730408,0.9788085604296561,0.08366356720198827,0.4071955996025742
2.0,1.0,6.0,0.4,0.2,0.3,0.2,0.8167966756579426,0.9853306470709097,0.06951877737059337,0.3524384330544568
2.0,1.0,7.0,0.2,0.2,0.2,0.2,0.8022891302762993,0.9751371115559622,0.0924433318768524,0.49585289622326695
2.0,1.0,8.0,0.4,0.1,0.2,0.1,0.813042210395859,0.9768862043397334,0.08703287035859045,0.40591465081742306
2.0,1.0,9.0,0.3,0.2,0.3,0.2,0.7460086024640955,0.981109108277603,0.07989070627701965,0.45057781420269033
2.0,2.0,3.0,0.4,0.2,0.2,0.2,0.8103812787052564,0.980343832377778,0.08113386274760709,0.3921666909442137
2.0,2.0,4.0,0.2,0.2,0.2,0.2,0.7472114893927244,0.9858575994801796,0.06988090539364665,0.3491292590559334
2.0,2.0,5.0,0.4,0.2,0.2,0.2,0.8184734271342129,0.9741569712416408,0.09206356491382045,0.45777203523427545
2.0,2.0,6.0,0.5,0.2,0.5,0.2,0.7815484435372169,0.9904376645035029,0.055687994341320934,0.3074851485964401
2.0,2.0,7.0,0.3,0.2,0.2,0.2,0.725705329153605,0.9775872932498567,0.08796509918713981,0.4716625509052183
2.0,2.0,8.0,0.3,0.1,0.3,0.1,0.8244878617773568,0.9805631927139917,0.07938987559754006,0.4208887891943137
2.0,2.0,9.0,0.5,0.2,0.3,0.2,0.8412918276591093,0.9799898973060661,0.0822115046611528,0.41945591058179044
2.0,3.0,4.0,0.3,0.2,0.3,0.2,0.7778304293941826,0.9853593938133158,0.07081616423076673,0.34734112612827445
2.0,3.0,5.0,0.4,0.2,0.3,0.2,0.7759714223226657,0.9774517364590962,0.0869505783816009,0.4646908283317556
2.0,3.0,6.0,0.3,0.2,0.2,0.2,0.7464824670117371,0.9801670962379814,0.08185535595203527,0.4274718443005144
2.0,3.0,7.0,0.3,0.3,0.3,0.3,0.80957935408617,0.9740286174098687,0.09458119205859694,0.4892346865398417
2.0,3.0,8.0,0.3,0.1,0.2,0.1,0.7763359335131588,0.9684073612810579,0.10263715918007275,0.5545350584769235
2.0,3.0,9.0,0.4,0.2,0.3,0.2,0.8231027192534811,0.9784481529600736,0.08556884510797033,0.4398928705613311
2.0,4.0,5.0,0.3,0.2,0.2,0.2,0.7925931326091712,0.9782426656745764,0.08613583164822149,0.43129403586643966
2.0,4.0,6.0,0.4,0.2,0.3,0.2,0.8271852445870089,0.9853594284397659,0.07210227675030065,0.3420830565530739
2.0,4.0,7.0,0.2,0.2,0.2,0.2,0.7636144929649341,0.9762418351497025,0.09073837922538472,0.4871545828008974
2.0,4.0,8.0,0.5,0.1,0.3,0.1,0.8117299701100824,0.9747699298837259,0.09269989672543111,0.46724993458015607
2.0,4.0,9.0,0.4,0.2,0.4,0.2,0.7841729241087702,0.9835696088965972,0.0750911308445808,0.39641280522612987
2.0,5.0,6.0,0.4,0.2,0.3,0.2,0.8392870161113947,0.9801801756875782,0.08057941986067767,0.42184923462797896
2.0,5.0,7.0,0.3,0.2,0.3,0.2,0.7484508274404026,0.9774644039604871,0.08807069595410573,0.48019260144361775
2.0,5.0,8.0,0.4,0.1,0.4,0.1,0.7671502515127216,0.9719915520236224,0.09581218748341042,0.4950490658723194
2.0,5.0,9.0,0.4,0.2,0.4,0.2,0.8076474447765546,0.9842651722971099,0.07296222202985223,0.37195482617418885
2.0,6.0,7.0,0.2,0.2,0.2,0.2,0.7999198075380917,0.9803711136106926,0.0833607164365444,0.4489181989245976
2.0,6.0,8.0,0.4,0.1,0.4,0.1,0.778377196179923,0.9852341650670049,0.06892255131071398,0.36915473734919985
2.0,6.0,9.0,0.5,0.2,0.3,0.2,0.8313771232776846,0.9807026689358475,0.08129378032705982,0.43297180003975383
2.0,7.0,8.0,0.3,0.1,0.3,0.1,0.7766275424655539,0.9743044514902013,0.09403998212804895,0.5265344538829817
2.0,7.0,9.0,0.3,0.3,0.3,0.3,0.8100167675147627,0.98088829687718,0.08125236804267079,0.4303433018503797
2.0,8.0,9.0,0.4,0.1,0.3,0.1,0.7997740030618937,0.9734930826284379,0.09444330969876143,0.5042716437640643
3.0,0.0,1.0,0.5,0.4,0.4,0.4,0.8158853976817089,0.9175337721297699,0.09846107030129755,0.5066311196518196
3.0,0.0,2.0,0.4,0.2,0.4,0.2,0.8057155354669387,0.9377598389317772,0.08501574918341298,0.44988230561668713
3.0,0.0,3.0,0.6,0.3,0.3,0.2,0.8279871692060948,0.8626453939676363,0.12503042690062377,0.6788067243952113
3.0,0.0,4.0,0.3,0.2,0.3,0.2,0.8104177298243056,0.9261412809517859,0.09264405809901387,0.47041481129476714
3.0,0.0,5.0,0.5,0.3,0.4,0.2,0.8120215790624772,0.9429893489355095,0.08335628527945503,0.4261870332256877
3.0,0.0,6.0,0.5,0.3,0.4,0.2,0.7613545235838738,0.9217112277317876,0.09627972973171416,0.5318823577707942
3.0,0.0,7.0,0.6,0.2,0.6,0.2,0.8214988700153093,0.9332906418110433,0.0903931022641535,0.49322087030356293
3.0,0.0,8.0,0.6,0.2,0.6,0.2,0.8327987169206095,0.9476296102327296,0.08038226232413713,0.42153075128700324
3.0,0.0,9.0,0.4,0.2,0.3,0.2,0.7612816213457755,0.91100521022454,0.1039953493723666,0.5603411067209128
3.0,1.0,2.0,0.7,0.3,0.6,0.3,0.8414376321353065,0.9255026843838648,0.09123454382220043,0.4141471781764649
3.0,1.0,3.0,0.4,0.2,0.4,0.2,0.8841947947801996,0.9016857394776017,0.10433534996484463,0.5282147034413477
3.0,1.0,4.0,0.5,0.2,0.4,0.2,0.7991543340380549,0.9228293292043873,0.09324028024472913,0.4931346789997419
3.0,1.0,5.0,0.4,0.2,0.4,0.2,0.7563242691550631,0.9227732048394747,0.09629505367072372,0.5063286061770663
3.0,1.0,6.0,0.6,0.3,0.5,0.2,0.8307210031347962,0.9253570781227833,0.09297588291712991,0.4955979901730228
3.0,1.0,7.0,0.5,0.2,0.3,0.2,0.816213457753153,0.9192211755737549,0.0987712049640152,0.4758930226069248
3.0,1.0,8.0,0.6,0.2,0.4,0.2,0.8502952540642998,0.9176868583145744,0.10004385113405682,0.4843930476523344
3.0,1.0,9.0,0.6,0.3,0.5,0.3,0.7994459429904498,0.928706461131205,0.09242614884362281,0.4779731086061365
3.0,2.0,3.0,0.4,0.3,0.3,0.3,0.8523000656120142,0.8953719227976601,0.10528190670378314,0.5640066947381897
3.0,2.0,4.0,0.5,0.3,0.3,0.3,0.8060071444193336,0.9108214468048732,0.09844642800071982,0.49695212316166937
3.0,2.0,5.0,0.4,0.3,0.4,0.3,0.7928482904425164,0.934347052292239,0.08855611572512363,0.4857181218013325
3.0,2.0,6.0,0.4,0.3,0.4,0.3,0.8279871692060947,0.9188417368168968,0.09582769508875821,0.5197390559547086
3.0,2.0,7.0,0.5,0.4,0.4,0.4,0.8242691550630602,0.9495778787169035,0.0784290673767502,0.426636804590195
3.0,2.0,8.0,0.5,0.3,0.5,0.3,0.8279142669679957,0.9460387482219069,0.08143358405580736,0.42430098034006836
3.0,2.0,9.0,0.5,0.2,0.4,0.2,0.8243785084202085,0.9206297287871709,0.09688928664454687,0.4722319691044854
3.0,3.0,4.0,0.4,0.4,0.3,0.3,0.805824888824087,0.9038538443342538,0.10172421994934801,0.5430427829803299
3.0,3.0,5.0,0.5,0.3,0.5,0.3,0.8074651891813078,0.9380326954894709,0.08622614453073373,0.46028849581059395
3.0,3.0,6.0,0.3,0.3,0.3,0.3,0.842604067944886,0.9141237418824538,0.09828455452994754,0.524627010917609
3.0,3.0,7.0,0.6,0.3,0.3,0.3,0.815192826419771,0.8973658176793878,0.1102193653433207,0.5773396161926702
3.0,3.0,8.0,0.5,0.3,0.3,0.3,0.8566377487788879,0.8861862391829879,0.11633222462852771,0.6016853254671923
3.0,3.0,9.0,0.4,0.2,0.4,0.2,0.8403440985638259,0.9063557554855244,0.10486745367563112,0.5374467337350377
3.0,4.0,5.0,0.5,0.3,0.4,0.3,0.8526645768025076,0.9396097467353823,0.08505185875869617,0.4350440676484203
3.0,4.0,6.0,0.6,0.4,0.4,0.3,0.8214259677772109,0.9449652134505001,0.07930358285065854,0.42627327789964964
3.0,4.0,7.0,0.4,0.4,0.3,0.3,0.8392141138732959,0.9276444144030275,0.09324222719412882,0.48131272631065813
3.0,4.0,8.0,0.5,0.4,0.3,0.3,0.8386308959685064,0.9176504537656223,0.09971955730150826,0.5106426374932874
3.0,4.0,9.0,0.4,0.2,0.3,0.2,0.7956185754902674,0.9155475223658927,0.10003701319232784,0.5392384497536908
3.0,5.0,6.0,0.5,0.3,0.4,0.3,0.7971859736093897,0.9127171729192952,0.10261206688308303,0.5292509549650205
3.0,5.0,7.0,0.6,0.3,0.4,0.3,0.7919005613472333,0.9286226439063887,0.09408968055294746,0.4941625007440631
3.0,5.0,8.0,0.5,0.3,0.4,0.3,0.8098709630385654,0.9302235810572219,0.09326227497294914,0.47028170532409747
3.0,5.0,9.0,0.4,0.2,0.3,0.2,0.7680250783699062,0.9073072669767913,0.10689237457618372,0.5631524712431778
3.0,6.0,7.0,0.5,0.3,0.4,0.3,0.8440985638259095,0.9316383740271995,0.09114088547251481,0.48107185613866477
3.0,6.0,8.0,0.7,0.3,0.6,0.3,0.8785084202085005,0.9369689616567807,0.08785304005998715,0.45320547821993856
3.0,6.0,9.0,0.4,0.2,0.4,0.2,0.8034920172049281,0.930929123222527,0.09121634661689712,0.4862534344879375
3.0,7.0,8.0,0.5,0.3,0.5,0.3,0.8385215426113581,0.9563734409681718,0.07388725900601957,0.4022972309813867
3.0,7.0,9.0,0.5,0.2,0.3,0.2,0.8613763942553037,0.9164292397096735,0.1017195765883357,0.48589372050100355
3.0,8.0,9.0,0.6,0.2,0.4,0.2,0.8132973682292048,0.9252082116128577,0.09647567998418904,0.47099380761083526
4.0,0.0,1.0,0.6,0.2,0.5,0.2,0.8488007581832762,0.9188398344729671,0.09429985732792724,0.4743598230061257
4.0,0.0,2.0,0.3,0.2,0.3,0.2,0.835423197492163,0.9065745190101785,0.10296215961216391,0.5196584496493241
4.0,0.0,3.0,0.5,0.2,0.3,0.2,0.8247794707297517,0.8890148442430561,0.11240176709575965,0.5439282421705969
4.0,0.0,4.0,0.4,0.3,0.3,0.3,0.7752788510607275,0.9017406877359309,0.10549581072139572,0.555898231578901
4.0,0.0,5.0,0.3,0.3,0.2,0.2,0.8274768535394039,0.889065649088075,0.11294951940348556,0.5631651786592092
4.0,0.0,6.0,0.5,0.3,0.3,0.2,0.8093970984909237,0.8766479856724674,0.12657625510705336,0.6451807062042486
4.0,0.0,7.0,0.6,0.4,0.5,0.3,0.8898082671138005,0.9113127337514885,0.10055414461836651,0.4941368144194725
4.0,0.0,8.0,0.5,0.2,0.2,0.2,0.8264926733250711,0.8964460943990062,0.10956615332275943,0.5276920226935673
4.0,0.0,9.0,0.3,0.3,0.3,0.3,0.8430779324925274,0.9251246645807449,0.09233132464892262,0.46954269381496533
4.0,1.0,2.0,0.4,0.2,0.3,0.2,0.7714514835605453,0.9402541444115264,0.08210079048032126,0.417401337726641
4.0,1.0,3.0,0.3,0.2,0.3,0.2,0.773164686155865,0.9428862277043264,0.08048187372351612,0.4563041162457478
4.0,1.0,4.0,0.3,0.3,0.2,0.2,0.7828971349420429,0.9326778802196916,0.08701264657592374,0.45022175370333256
4.0,1.0,5.0,0.5,0.2,0.2,0.2,0.9042064591382954,0.9017514156551737,0.10590678484410847,0.5043984666547103
4.0,1.0,6.0,0.5,0.3,0.3,0.3,0.8466136910403149,0.9459129978822297,0.08681145998979009,0.4349841265852162
4.0,1.0,7.0,0.5,0.2,0.4,0.2,0.7765546402274554,0.9385886549662101,0.08346670259793862,0.4597560132299026
4.0,1.0,8.0,0.5,0.2,0.2,0.2,0.8411095720638624,0.940881731074869,0.08285497873455414,0.40842366168847
4.0,1.0,9.0,0.4,0.2,0.3,0.2,0.821754027848655,0.941348083188761,0.08149353661767357,0.4434842087970615
4.0,2.0,3.0,0.3,0.2,0.2,0.2,0.779215571918058,0.9173894373608722,0.09786691720671616,0.5126888781510037
4.0,2.0,4.0,0.2,0.2,0.2,0.2,0.7998833564190421,0.9189591768124381,0.09671782662241785,0.46901024599092955
4.0,2.0,5.0,0.5,0.2,0.4,0.2,0.8143544506816358,0.9313719182912141,0.08960265000452217,0.45434541344566126
4.0,2.0,6.0,0.5,0.3,0.2,0.2,0.8026171903477437,0.9205586461070483,0.10269194780611185,0.5140915030667051
4.0,2.0,7.0,0.5,0.2,0.3,0.2,0.8676459867317925,0.9143850576097432,0.09966615465537845,0.4902494782441121
4.0,2.0,8.0,0.5,0.3,0.3,0.2,0.8316687322300792,0.9375729965692814,0.08576467223789386,0.4295775765414764
4.0,2.0,9.0,0.4,0.2,0.3,0.2,0.778194940584676,0.9206165265974091,0.09589697011775443,0.5180720173194819
4.0,3.0,4.0,0.4,0.2,0.3,0.2,0.7764088357512574,0.8962833465869221,0.10958272660215566,0.5434577041962344
4.0,3.0,5.0,0.2,0.2,0.2,0.2,0.767113800393672,0.9142576397698678,0.10027713243584704,0.5577237730089438
4.0,3.0,6.0,0.5,0.2,0.5,0.2,0.803163957133484,0.9434608952680845,0.0874103704522964,0.4819311143278674
4.0,3.0,7.0,0.5,0.2,0.4,0.2,0.8480352846832396,0.9080364275318747,0.10344514647685195,0.5033317637008148
4.0,3.0,8.0,0.6,0.2,0.5,0.2,0.8443172705402054,0.952840947835685,0.07464491730775172,0.37173687479326395
4.0,3.0,9.0,0.3,0.2,0.2,0.2,0.8163957133484001,0.9228491054507885,0.09467830301857252,0.47900148048939944
4.0,4.0,5.0,0.6,0.3,0.3,0.2,0.8038200772763724,0.8886864479933106,0.11402313133428987,0.5858978596235702
4.0,4.0,6.0,0.2,0.2,0.2,0.2,0.7797258875847489,0.916730778569816,0.10502363646394548,0.5480961880300097
4.0,4.0,7.0,0.3,0.3,0.3,0.3,0.779871692060946,0.9432116616636526,0.0811196444454494,0.43858163893968255
4.0,4.0,8.0,0.6,0.2,0.3,0.2,0.8116935189910334,0.9246085588477269,0.09418054539074952,0.4580468451149197
