instance,i,j,HELIME_feature_agreement,HELIME_rank_agreement,HELIME_sign_agreement,HELIME_signed_rank_agreement,HELIME_cos_similarity_rank,HELIME_cos_similarity_weights,HELIME_euclidean_distance_weights,HELIME_manhattan_distance_weights
0.0,6.0,7.0,0.9,0.6,0.9,0.6,0.9457971859736094,0.9887902588616981,0.015563632394676417,0.06295559069229324
0.0,6.0,8.0,0.9,0.4,0.9,0.4,0.9488590799737552,0.9846531448263928,0.01811277583969328,0.060808810957102805
0.0,6.0,9.0,0.9,0.3,0.9,0.3,0.9545819056645041,0.9832423682894839,0.020065443172396315,0.06898768565668072
0.0,7.0,8.0,1.0,0.5,1.0,0.5,0.9575708974265511,0.9776048772938724,0.022602541362916374,0.07683635161403828
0.0,7.0,9.0,1.0,0.3,1.0,0.3,0.9622366406648684,0.9941857972652298,0.011001005537648163,0.037011853858899914
0.0,8.0,9.0,1.0,0.3,1.0,0.3,0.9474010352117811,0.9813582816701357,0.02275111766133336,0.07019723086679142
1.0,0.0,1.0,0.7,0.5,0.7,0.5,0.9287016111394619,0.9842906236667597,0.0358152618595593,0.1397528766884224
1.0,0.0,2.0,0.8,0.4,0.8,0.4,0.9538164321644674,0.9912859590555836,0.024098021034162555,0.09938825860507156
1.0,0.0,3.0,0.8,0.5,0.7,0.5,0.9455055770212145,0.9804543384154945,0.03557008458246208,0.13229447594688812
1.0,0.0,4.0,0.7,0.2,0.7,0.2,0.9304877159728802,0.9860927862339399,0.0309111462639806,0.11860243247242945
1.0,0.0,5.0,0.7,0.4,0.7,0.4,0.957898957497995,0.9905712833525046,0.029064714387390937,0.10554573223871132
1.0,0.0,6.0,0.7,0.4,0.7,0.4,0.9291754756871037,0.990198526158998,0.02588903787887575,0.10574314107070346
1.0,0.0,7.0,0.7,0.4,0.6,0.4,0.9597579645695123,0.9737236380718368,0.04273605779962414,0.13440794042519544
1.0,0.0,8.0,0.7,0.2,0.7,0.2,0.9546548079026027,0.9801430839969797,0.03606751427535147,0.13010457444585702
1.0,0.0,9.0,0.7,0.5,0.7,0.5,0.9264416417584018,0.9870659733812824,0.029702095903676173,0.1120102144943476
1.0,1.0,2.0,0.8,0.3,0.8,0.3,0.9060290150907631,0.981134620316286,0.038176862497169686,0.13888938522275424
1.0,1.0,3.0,0.9,0.5,0.9,0.5,0.9496245534737918,0.9915776324949097,0.028041084158204953,0.1058368337169796
1.0,1.0,4.0,0.8,0.3,0.8,0.3,0.9191149668294815,0.9700964559809129,0.047108417275332076,0.15058596020231318
1.0,1.0,5.0,0.8,0.3,0.8,0.3,0.9498797113071371,0.9869096463678594,0.031355346081042984,0.11855401374026292
1.0,1.0,6.0,0.6,0.3,0.6,0.3,0.9330757454253847,0.9725648626639076,0.04525453047566113,0.17247028962182964
1.0,1.0,7.0,0.8,0.5,0.8,0.5,0.9361376394255304,0.9808594141264084,0.03782724743972445,0.1236017662556436
1.0,1.0,8.0,0.8,0.1,0.7,0.1,0.9379237442589488,0.9593081897989845,0.05488663481426783,0.15566679335360925
1.0,1.0,9.0,0.8,0.5,0.8,0.5,0.9214842895676897,0.9780531644173275,0.04065545721664812,0.12363982453474778
1.0,2.0,3.0,0.8,0.4,0.7,0.3,0.9287380622585115,0.9829919154559987,0.03356528152631184,0.12270580836516656
1.0,2.0,4.0,0.9,0.5,0.9,0.5,0.9233432966392069,0.989986756703634,0.02617033107094136,0.10213413048932825
1.0,2.0,5.0,0.7,0.5,0.7,0.5,0.9437559233068455,0.9929489297926367,0.024920527548729834,0.1024065972912643
1.0,2.0,6.0,0.7,0.6,0.7,0.6,0.9279361376394257,0.9961612294725398,0.016179430215004006,0.06980459505159509
1.0,2.0,7.0,0.8,0.2,0.7,0.2,0.9353357148064446,0.974336197323758,0.04217972600703065,0.13313262188369612
1.0,2.0,8.0,0.7,0.3,0.6,0.3,0.9170008019246191,0.9804116205205269,0.036075845564988315,0.1044517027922756
1.0,2.0,9.0,0.8,0.5,0.8,0.5,0.9133192389006343,0.9884024240640186,0.02805658839660237,0.10848015316614464
1.0,3.0,4.0,0.8,0.2,0.7,0.2,0.9286287089013634,0.9626770715858296,0.05017438164859544,0.15896999360024672
1.0,3.0,5.0,0.8,0.4,0.8,0.4,0.9559670481883793,0.9901099359181028,0.029816118006144275,0.1076857577666803
1.0,3.0,6.0,0.7,0.3,0.6,0.3,0.9276445286870308,0.9771625383273289,0.03920489613747736,0.14518935349829637
1.0,3.0,7.0,0.9,0.4,0.9,0.4,0.9442297878544873,0.9839773047821142,0.03374400967025796,0.12169077769877391
1.0,3.0,8.0,0.7,0.2,0.7,0.2,0.934971203615951,0.9679838472381098,0.04573894636356612,0.1531111899636792
1.0,3.0,9.0,0.8,0.6,0.8,0.6,0.9246555369249835,0.9742514266346181,0.04165682500511926,0.13841795234596563
1.0,4.0,5.0,0.7,0.4,0.7,0.4,0.9309980316395715,0.9775183319384769,0.0410675268468048,0.13379468127823013
1.0,4.0,6.0,0.7,0.4,0.7,0.4,0.9086534956623168,0.9855275607170262,0.031469137098300674,0.12841661156883855
1.0,4.0,7.0,0.8,0.4,0.7,0.3,0.9408762849019466,0.9559438075311906,0.05535435853449265,0.15566903747642452
1.0,4.0,8.0,0.8,0.4,0.7,0.4,0.9334767077349276,0.9698334804873946,0.04521362627489471,0.1288670836390598
1.0,4.0,9.0,0.8,0.3,0.8,0.3,0.952212582926296,0.9882863754457116,0.028328004821395483,0.09778788150913137
1.0,5.0,6.0,0.8,0.5,0.8,0.5,0.924691988044033,0.9911442873548212,0.026832871299603215,0.12091168798036737
1.0,5.0,7.0,0.7,0.2,0.7,0.2,0.938944375592331,0.9838872720781354,0.03480405648486087,0.13058890907443751
1.0,5.0,8.0,0.8,0.6,0.8,0.6,0.959429904498068,0.9819555599586508,0.03767639213894824,0.12457005657714158
1.0,5.0,9.0,0.7,0.4,0.7,0.4,0.9347524969016549,0.9829059009008443,0.036135826674502575,0.12701848543751362
1.0,6.0,7.0,0.8,0.2,0.6,0.2,0.937231172997011,0.9705820959036356,0.045191277679379326,0.14650100477178055
1.0,6.0,8.0,0.7,0.3,0.7,0.3,0.8958956039950428,0.9826587102983144,0.03420731707331177,0.12089007395711825
1.0,6.0,9.0,0.6,0.3,0.6,0.3,0.9155063060435956,0.9841755422664069,0.03284436835776129,0.12679365718054839
1.0,7.0,8.0,0.6,0.2,0.6,0.2,0.9328570387110886,0.9754626933624472,0.04127319628221156,0.148836454565789
1.0,7.0,9.0,0.8,0.4,0.8,0.4,0.9275351753298827,0.9825858392994804,0.03482309472262579,0.11521851222338587
1.0,8.0,9.0,0.7,0.2,0.7,0.2,0.9311073849967194,0.984786954268939,0.03210618085142957,0.11918289943050202
2.0,0.0,1.0,0.7,0.4,0.7,0.4,0.9405846759495514,0.97533702537401,0.023756676267087013,0.08669649285109934
2.0,0.0,2.0,0.8,0.4,0.8,0.4,0.955201574688343,0.9901640401705532,0.02041730060160186,0.06956820495761562
2.0,0.0,3.0,0.8,0.3,0.8,0.3,0.9622001895458191,0.964567567464982,0.02835708215512519,0.09210278390878322
2.0,0.0,4.0,0.8,0.4,0.8,0.4,0.9327112342348912,0.9843713526924914,0.019325956389457048,0.07795513309691599
2.0,0.0,5.0,0.8,0.7,0.8,0.7,0.9480207042356199,0.9820249751234018,0.02019053674523958,0.07609933768147416
2.0,0.0,6.0,0.8,0.4,0.8,0.4,0.9533425676168259,0.9884280993365754,0.016262002571759648,0.0693513144340252
2.0,0.0,7.0,0.8,0.3,0.8,0.3,0.9532332142596777,0.9945005985411369,0.011208440040587379,0.052022588631206214
2.0,0.0,8.0,0.7,0.3,0.7,0.3,0.9457242837355108,0.97221218091586,0.030401533745981417,0.1080449373216718
2.0,0.0,9.0,0.7,0.4,0.7,0.4,0.9116789385434134,0.9820610578990416,0.025362310437412255,0.0925989156676383
2.0,1.0,2.0,0.9,0.5,0.9,0.5,0.9395275934971203,0.9780521254685772,0.026965765586108942,0.08841104354995095
2.0,1.0,3.0,0.9,0.5,0.9,0.5,0.9474374863308305,0.9793921415008091,0.022041618461189683,0.07874982184601519
2.0,1.0,4.0,0.9,0.6,0.9,0.6,0.9347889480207042,0.9915008541679746,0.014362864242304388,0.061067077842956265
2.0,1.0,5.0,0.9,0.7,0.9,0.7,0.9503171247357294,0.9873207879704655,0.01699801762130011,0.07296210825990126
2.0,1.0,6.0,0.9,0.5,0.9,0.5,0.9258948749726618,0.98582559284326,0.01799842444585685,0.07564798126943874
2.0,1.0,7.0,0.9,0.5,0.9,0.5,0.9515564627834074,0.981753566455636,0.020414177672249893,0.08154349297597377
2.0,1.0,8.0,1.0,0.4,1.0,0.4,0.9534883720930233,0.9880347787704685,0.022665882680962833,0.08501122272443834
2.0,1.0,9.0,0.9,0.3,0.9,0.3,0.9357731282350367,0.9830665677449505,0.0248436009927243,0.092616692819671
2.0,2.0,3.0,0.9,0.2,0.9,0.2,0.9699642779033315,0.9497437835795166,0.03981728612730112,0.10597193874630344
2.0,2.0,4.0,0.9,0.3,0.9,0.3,0.9475103885689292,0.9889259635140049,0.01986545541527783,0.07165986419553065
2.0,2.0,5.0,0.9,0.4,0.9,0.4,0.9488955310928047,0.9770021703088224,0.028313924549369672,0.08804612298396061
2.0,2.0,6.0,0.8,0.3,0.8,0.3,0.9487861777356567,0.9836195350583636,0.024244309503713663,0.08423184822578436
2.0,2.0,7.0,0.9,0.4,0.9,0.4,0.9552380258073924,0.9897148733799487,0.020821305960476207,0.07048420101026431
2.0,2.0,8.0,0.9,0.4,0.9,0.4,0.9533790187358756,0.9866047718425974,0.019777334911055797,0.07934477104496347
2.0,2.0,9.0,0.9,0.3,0.9,0.3,0.9371947218779616,0.9903171382906916,0.01672619995788024,0.06947001809300075
2.0,3.0,4.0,1.0,0.6,1.0,0.6,0.9352628125683459,0.9765436947361874,0.024519057295933518,0.07598671492559445
2.0,3.0,5.0,0.9,0.4,0.9,0.4,0.9454326747831158,0.9834200472155863,0.01920120253669084,0.07377912898266804
2.0,3.0,6.0,0.9,0.2,0.9,0.2,0.940839833782897,0.9737899445203582,0.024563936143334252,0.09099661879204775
2.0,3.0,7.0,0.9,0.4,0.9,0.4,0.9649704745935702,0.9722530749394469,0.025199113676058572,0.08299539824984001
2.0,3.0,8.0,0.9,0.4,0.9,0.4,0.944849456878326,0.9607816455401138,0.03726617600951473,0.11002945547450418
2.0,3.0,9.0,0.9,0.2,0.9,0.2,0.9267332507107968,0.967366395643348,0.034497199501931475,0.09447814659465235
2.0,4.0,5.0,0.9,0.6,0.9,0.6,0.9410220893781439,0.9903747784768252,0.01562199491951933,0.06314278760171035
2.0,4.0,6.0,0.9,0.5,0.9,0.5,0.9221768608296275,0.9841442039591226,0.019470645891870756,0.08102443273767403
2.0,4.0,7.0,0.9,0.4,0.9,0.4,0.921593642924838,0.9899666305755065,0.015589032824912953,0.07156081912237579
2.0,4.0,8.0,0.9,0.6,0.9,0.6,0.9526135452358389,0.989801894484885,0.020150609890135254,0.07793956560175477
2.0,4.0,9.0,0.9,0.3,0.9,0.3,0.9638040387839905,0.9957104032518836,0.015168363358179695,0.05639881174072994
2.0,5.0,6.0,0.8,0.5,0.8,0.5,0.9298680469490415,0.9870111278702056,0.017170831533337514,0.07180952214520771
2.0,5.0,7.0,1.0,0.4,1.0,0.4,0.9534519209739739,0.9892380867870353,0.0156367482009631,0.06335967483539051
2.0,5.0,8.0,0.9,0.4,0.9,0.4,0.9558212437121819,0.9811231984339337,0.027362896780744057,0.08639182471329863
2.0,5.0,9.0,0.9,0.4,0.9,0.4,0.9392724356637746,0.9876798088250037,0.02353840075605707,0.07170123234367667
2.0,6.0,7.0,0.8,0.4,0.8,0.4,0.9253845593059706,0.9892254085261488,0.01567518965642194,0.07258395234034143
2.0,6.0,8.0,0.9,0.4,0.9,0.4,0.9392359845447255,0.9842821407187478,0.024796179807159837,0.08341267690678797
2.0,6.0,9.0,0.8,0.3,0.8,0.3,0.9222862141867755,0.9783167388178877,0.02725604310784568,0.09432501767218895
2.0,7.0,8.0,0.9,0.4,0.9,0.4,0.9509367937595684,0.9805737849858283,0.026696103051647158,0.10039132434241309
2.0,7.0,9.0,0.9,0.4,0.9,0.4,0.9151417948531021,0.9865906380430092,0.023061059507646493,0.08533103283772261
2.0,8.0,9.0,0.9,0.5,0.9,0.5,0.9432456076401545,0.9878424445902165,0.018858167264601097,0.06656166335872805
3.0,0.0,1.0,0.8,0.6,0.8,0.6,0.8958591528759932,0.9879132081386458,0.07740436482886162,0.2658491895583592
3.0,0.0,2.0,0.9,0.4,0.9,0.4,0.8879492600422835,0.9942309205959582,0.05290466343308169,0.2397388846284418
3.0,0.0,3.0,0.9,0.3,0.9,0.3,0.9151417948531019,0.9919973781302854,0.0636973434681119,0.27645456038674354
3.0,0.0,4.0,0.9,0.4,0.9,0.4,0.8938178902092295,0.9954173417316994,0.04988850714532781,0.22249236628602026
3.0,0.0,5.0,0.8,0.3,0.8,0.3,0.8895166581614051,0.9922786320156919,0.06055198839231796,0.2558199082986158
3.0,0.0,6.0,0.8,0.4,0.8,0.4,0.9083254355908725,0.9877802786895108,0.07653647028282888,0.28576322680404126
3.0,0.0,7.0,0.9,0.3,0.9,0.3,0.9229058832106147,0.9896168538784679,0.07066667598547524,0.27821224711430653
3.0,0.0,8.0,0.9,0.3,0.9,0.3,0.9167820952103233,0.9892539552149532,0.07254693611148261,0.2679519334673899
3.0,0.0,9.0,0.8,0.3,0.8,0.3,0.8997594226142743,0.9832508025580599,0.089734973969035,0.33858835220209615
3.0,1.0,2.0,0.9,0.3,0.9,0.3,0.8926514543996501,0.9948991813351602,0.050352823933950845,0.21998141187146977
3.0,1.0,3.0,0.9,0.4,0.9,0.4,0.920609462710505,0.9863642402967967,0.08572777964404148,0.3099537471904649
3.0,1.0,4.0,0.9,0.3,0.9,0.3,0.879893562732376,0.9943545581483461,0.05335530060219057,0.22851504026232397
3.0,1.0,5.0,0.9,0.4,0.9,0.4,0.9175840198294087,0.990626571676412,0.06962609316922266,0.2561948328410215
3.0,1.0,6.0,0.9,0.5,0.9,0.5,0.8987387912808923,0.995981201947291,0.04493464815283883,0.2034337130272717
3.0,1.0,7.0,0.9,0.3,0.9,0.3,0.9215571918057884,0.9967195150741741,0.04062122630259836,0.1967455124034876
3.0,1.0,8.0,0.9,0.4,0.9,0.4,0.9295764379966466,0.996013472832819,0.04444547558625341,0.19784649317991407
3.0,1.0,9.0,0.8,0.3,0.8,0.3,0.9259677772107602,0.9900294710435399,0.07018817705593912,0.27199820452519285
3.0,2.0,3.0,1.0,0.2,1.0,0.2,0.9049354815192826,0.9890555942603744,0.075584600848066,0.26184670283777745
3.0,2.0,4.0,1.0,0.3,1.0,0.3,0.9089815557337609,0.9961904348835421,0.044581374759151284,0.1864070501223975
3.0,2.0,5.0,0.9,0.4,0.9,0.4,0.9313260917110154,0.9923883710185574,0.061472379921388785,0.2549387319945262
3.0,2.0,6.0,0.9,0.4,0.9,0.4,0.9152146970912006,0.9926890962596332,0.05948340811746332,0.24719640659843528
3.0,2.0,7.0,1.0,0.3,1.0,0.3,0.9387256688780344,0.9956665358818496,0.04582208404007403,0.18421388473649636
3.0,2.0,8.0,1.0,0.6,1.0,0.6,0.9172924108770137,0.9962170720380844,0.04308931877513358,0.17389943028751817
3.0,2.0,9.0,0.9,0.4,0.9,0.4,0.9212655828533935,0.9864539453234829,0.08103330812306538,0.26720101000017643
3.0,3.0,4.0,1.0,0.2,1.0,0.2,0.9041700080192463,0.9870004854277541,0.08606419684351639,0.3007477424088201
3.0,3.0,5.0,0.9,0.2,0.9,0.2,0.9384340599256398,0.992943039126552,0.057503694400453415,0.215743864224805
3.0,3.0,6.0,0.9,0.1,0.9,0.1,0.9064664285193554,0.9893267812538541,0.07408381681039101,0.26231983237631584
3.0,3.0,7.0,1.0,0.1,1.0,0.1,0.9202449515200117,0.9913574141741356,0.06783557514988205,0.22702880407564108
3.0,3.0,8.0,1.0,0.4,1.0,0.4,0.9055551505431214,0.9839305329873336,0.09102584965742445,0.3024172142300892
3.0,3.0,9.0,0.9,0.4,0.9,0.4,0.9197346358533208,0.9861313753046175,0.08380824968583475,0.2926961973804623
3.0,4.0,5.0,0.9,0.2,0.9,0.2,0.9160166217102866,0.9938667966076263,0.05931317243258924,0.24101952699144047
3.0,4.0,6.0,0.9,0.3,0.9,0.3,0.9298315958299921,0.9909880146098412,0.06770807720358,0.28187404427992296
3.0,4.0,7.0,1.0,0.2,1.0,0.2,0.927571626448932,0.9937459977069408,0.056667116493553854,0.2281939485939262
3.0,4.0,8.0,1.0,0.4,1.0,0.4,0.9194065757818765,0.9945481726174159,0.05258230159437789,0.21941118115844122
3.0,4.0,9.0,0.9,0.3,0.9,0.3,0.9042429102573449,0.9850995747720814,0.08649771313557614,0.2997499405352354
3.0,5.0,6.0,0.9,0.2,0.9,0.2,0.902383903185828,0.9859215484400422,0.08224637491981415,0.2903600889144604
3.0,5.0,7.0,0.9,0.2,0.9,0.2,0.9043887147335423,0.9934485319259163,0.05700078371418977,0.2410334111932969
3.0,5.0,8.0,0.9,0.3,0.9,0.3,0.9087628490194648,0.9869402701949486,0.080510959884158,0.31843114730204747
3.0,5.0,9.0,0.8,0.2,0.8,0.2,0.9378508420208498,0.9834496442813225,0.08929523456559744,0.34133489474237566
3.0,6.0,7.0,0.9,0.3,0.9,0.3,0.9350076547350002,0.9938548714976032,0.05446911801469973,0.21530631850705229
3.0,6.0,8.0,0.9,0.3,0.9,0.3,0.9186046511627907,0.9929375644377553,0.05881644540362855,0.2541991767607732
3.0,6.0,9.0,0.8,0.2,0.8,0.2,0.9065028796384048,0.9894699330110603,0.07133319890467027,0.26210131726322616
3.0,7.0,8.0,1.0,0.4,1.0,0.4,0.9482394109499164,0.9962844694030072,0.04274185946522718,0.19201431238276542
3.0,7.0,9.0,0.9,0.5,0.9,0.5,0.9395275934971203,0.9928184831303881,0.05894781187285786,0.2164901464313856
3.0,8.0,9.0,0.9,0.5,0.9,0.5,0.9456513814974119,0.9882824928325163,0.07568656439229139,0.26614871546397906
4.0,0.0,1.0,0.7,0.3,0.4,0.2,0.8935262812568348,0.9827258626866305,0.05717733330670743,0.22298763497376545
4.0,0.0,2.0,1.0,0.1,1.0,0.1,0.8758839396369469,0.9750560269888265,0.06752649234943509,0.23010830701717055
4.0,0.0,3.0,0.8,0.2,0.7,0.1,0.8774148866370197,0.9605818574927446,0.08441201705009675,0.26703512089404546
4.0,0.0,4.0,0.7,0.2,0.7,0.2,0.9077786688051321,0.98858391535813,0.0483203088016813,0.19513256425555217
4.0,0.0,5.0,0.7,0.2,0.5,0.2,0.8905008383757383,0.9588094757717509,0.0885039307543922,0.29137718870550255
4.0,0.0,6.0,0.8,0.1,0.7,0.1,0.87118174527958,0.9768843991805326,0.06622859801986682,0.23494118560925836
4.0,0.0,7.0,0.9,0.2,0.6,0.2,0.8997229714952251,0.9795873354623578,0.06339164608204248,0.23275779950232608
4.0,0.0,8.0,0.9,0.1,0.7,0.1,0.9074870598527375,0.9824808946470034,0.057001721405331565,0.18867375806235856
4.0,0.0,9.0,0.8,0.2,0.6,0.1,0.9123350586863017,0.9871616519124998,0.0546698392654847,0.2094512405027666
4.0,1.0,2.0,0.7,0.3,0.4,0.2,0.9139753590435227,0.9785595561187818,0.0636415333726911,0.2283776403429232
4.0,1.0,3.0,0.6,0.3,0.5,0.3,0.872931398993949,0.9774105325169166,0.06558097560272046,0.2044794389401197
4.0,1.0,4.0,0.4,0.3,0.3,0.2,0.8668440621127067,0.9832823527705831,0.05745793797431293,0.2076385280940827
4.0,1.0,5.0,0.6,0.3,0.4,0.2,0.9057374061383686,0.9684083981094203,0.07795756440078296,0.24959294896626757
4.0,1.0,6.0,0.7,0.1,0.4,0.1,0.9018371364000874,0.9759989322655551,0.0677875929424972,0.24257487834618086
4.0,1.0,7.0,0.6,0.4,0.4,0.2,0.8872566887803456,0.9867300072176802,0.05107172654922555,0.19377943019062352
4.0,1.0,8.0,0.6,0.1,0.3,0.1,0.9112050739957717,0.9765714003324432,0.06658560884411988,0.23959858159982297
4.0,1.0,9.0,0.6,0.1,0.3,0.1,0.9164175840198294,0.9750715599421368,0.0724430480791093,0.2414608574985347
4.0,2.0,3.0,0.8,0.3,0.7,0.3,0.886892177589852,0.9911805854561095,0.040006405098998124,0.16804498932706607
4.0,2.0,4.0,0.7,0.2,0.7,0.2,0.9106947583290808,0.9896813428008137,0.04652545952190291,0.19488185662618662
4.0,2.0,5.0,0.7,0.3,0.5,0.2,0.8948749726616608,0.9640160762201219,0.08271439276768691,0.25756705565522525
4.0,2.0,6.0,0.8,0.3,0.7,0.2,0.86892177589852,0.9718178506485363,0.07303126037932428,0.25440061129142616
4.0,2.0,7.0,0.9,0.1,0.6,0.1,0.9137202012101773,0.9752194887205733,0.06977758089815986,0.2518327699791874
4.0,2.0,8.0,0.9,0.2,0.7,0.2,0.9134650433768319,0.9620438465573804,0.08366978518051642,0.2649024363229745
4.0,2.0,9.0,0.8,0.2,0.6,0.2,0.8935991834949333,0.9577073115743663,0.09392594676091501,0.2966324615320014
4.0,3.0,4.0,0.8,0.3,0.6,0.2,0.9252387548297732,0.982402657520962,0.06057938559473223,0.20549890453892342
4.0,3.0,5.0,0.8,0.2,0.7,0.2,0.8972078442808195,0.9781121602453824,0.06528050605510992,0.22249310093521601
4.0,3.0,6.0,0.7,0.1,0.5,0.1,0.8422395567543924,0.9601059826836517,0.08664715882541807,0.29703078649900916
4.0,3.0,7.0,0.8,0.2,0.6,0.2,0.8855070350659765,0.9707681041552755,0.07605221666368052,0.2568142709006222
4.0,3.0,8.0,0.8,0.1,0.6,0.1,0.9194794780199753,0.9495474801045927,0.09595966521720169,0.3060930441714313
4.0,3.0,9.0,0.9,0.3,0.7,0.3,0.8871108843041481,0.9491967539942197,0.10290677434721193,0.2804019523665816
4.0,4.0,5.0,0.7,0.3,0.5,0.3,0.8871473354231978,0.9750516134162173,0.07011598274151713,0.2358180606229148
4.0,4.0,6.0,0.6,0.1,0.5,0.1,0.8479988335641904,0.9701376703548331,0.07661206987691221,0.2582824768532578
4.0,4.0,7.0,0.8,0.2,0.5,0.2,0.9012174673762486,0.9791108338909696,0.06438447753171347,0.19478700396689194
4.0,4.0,8.0,0.8,0.2,0.6,0.2,0.9104760516147846,0.9782849847521617,0.06546647534832199,0.22775397770119607
4.0,4.0,9.0,0.7,0.2,0.4,0.1,0.9296128891156956,0.973752788458566,0.0738997758329366,0.25009996672008394
